ALMacroFscore
0.516808076
0.477329031
0.531589569
0.406142408
0.469581861
0.420327051
0.430384376
0.394740146
0.442715705
0.492493526
0.506326281
0.56680629
0.477738879
0.422820006
0.490628047
0.447766018
0.439926742
0.48535766
0.44994781
0.507565928
0.481188809
0.469509914
0.495316442
0.469559435
0.395267047
0.431710678
0.461589354
0.471458244
0.452866932
0.482267758
