BLUserExpFscore
0.763157895
0.74611399
0.751295337
0.770491803
0.751351351
0.721804511
0.771573604
0.754257908
0.776280323
0.78125
0.758974359
0.748663102
0.756892231
0.795918367
0.793969849
0.774358974
0.794805195
0.75
0.757281553
0.744791667
0.74559194
0.765171504
0.801033592
0.780856423
0.747474747
0.756032172
0.748091603
0.75862069
0.727272727
0.778894472
