trainsize,trainsizepc,BLBugPrecision,BLUserExpPrecision,BLRatingPrecision,BLFeaturePrecision,BLMacroPrecision,L-ALBugPrecision,L-ALUserExpPrecision,L-ALRatingPrecision,L-ALFeaturePrecision,L-ALMacroPrecision,M-ALBugPrecision,M-ALUserExpPrecision,M-ALRatingPrecision,M-ALFeaturePrecision,M-ALMacroPrecision,E-ALBugPrecision,E-ALUserExpPrecision,E-ALRatingPrecision,E-ALFeaturePrecision,E-ALMacroPrecision,BLBugRecall,BLUserExpRecall,BLRatingRecall,BLFeatureRecall,BLMacroRecall,L-ALBugRecall,L-ALUserExpRecall,L-ALRatingRecall,L-ALFeatureRecall,L-ALMacroRecall,M-ALBugRecall,M-ALUserExpRecall,M-ALRatingRecall,M-ALFeatureRecall,M-ALMacroRecall,E-ALBugRecall,E-ALUserExpRecall,E-ALRatingRecall,E-ALFeatureRecall,E-ALMacroRecall,BLBugFscore,BLUserExpFscore,BLRatingFscore,BLFeatureFscore,BLMacroFscore,L-ALBugFscore,L-ALUserExpFscore,L-ALRatingFscore,L-ALFeatureFscore,L-ALMacroFscore,M-ALBugFscore,M-ALUserExpFscore,M-ALRatingFscore,M-ALFeatureFscore,M-ALMacroFscore,E-ALBugFscore,E-ALUserExpFscore,E-ALRatingFscore,E-ALFeatureFscore,E-ALMacroFscore
340,23,0.484156456,0.520200667,0.761186075,0.450768808,0.554078002,0.496381884,0.496077495,0.769760094,0.4985331,0.565188143,0.501197033,0.513442195,0.774900391,0.440554236,0.557523464,0.489005488,0.504139387,0.803033306,0.616298681,0.603119216,0.825654881,0.670103689,0.375135445,0.071821602,0.485678904,0.808488194,0.722173543,0.348932966,0.073339448,0.488233538,0.816568637,0.693705605,0.357484839,0.103207381,0.492741616,0.802680222,0.676263642,0.324640951,0.120534188,0.481029751,0.593294559,0.551203168,0.470648267,0.096983865,0.428032465,0.602725795,0.570950287,0.462498561,0.116390572,0.438141304,0.595117197,0.573169348,0.471614512,0.148486909,0.447096992,0.589514149,0.548213037,0.436917648,0.15644437,0.432772301
380,30,0.481869155,0.529648545,0.775408812,0.44974792,0.559168608,0.517657143,0.49835307,0.763308481,0.494699808,0.568504626,0.518497994,0.537217372,0.780412591,0.458745597,0.573718389,0.49665834,0.506699717,0.866746625,0.649964297,0.630017245,0.852358939,0.68039588,0.385275016,0.062068321,0.495024539,0.79915086,0.758897562,0.342173009,0.106222882,0.501611078,0.835780671,0.714172018,0.38080104,0.123924815,0.513669636,0.838228185,0.70887777,0.273866388,0.14150449,0.490619208,0.602158097,0.572256982,0.489397978,0.083665237,0.436869574,0.618102508,0.591596048,0.46221263,0.16145509,0.458341569,0.619305629,0.600417432,0.498194365,0.178369708,0.474071784,0.60866344,0.572269122,0.403480663,0.189075402,0.443372157
420,37,0.482490378,0.532269385,0.788765511,0.459069901,0.565648794,0.556485447,0.496475729,0.736788258,0.524508769,0.578564551,0.531685669,0.555600323,0.781980985,0.457403171,0.581667537,0.511300404,0.533101565,0.917626506,0.63787682,0.649976324,0.870948358,0.707859783,0.381028499,0.057109695,0.504236584,0.786178756,0.784861657,0.328539137,0.174042082,0.518405408,0.849694075,0.731947723,0.384464308,0.147206311,0.528328104,0.888830124,0.71515781,0.290397173,0.167863922,0.515562257,0.615001279,0.595270821,0.49388017,0.087485673,0.447909486,0.645124057,0.602860034,0.449128914,0.247394626,0.486126908,0.640773696,0.622790558,0.506912377,0.20678849,0.49431628,0.638635324,0.600892663,0.431377026,0.225342212,0.474061806
460,44,0.488032772,0.535954835,0.79493396,0.450962332,0.567470975,0.575642012,0.499125206,0.721664854,0.510140369,0.57664311,0.547627628,0.566324927,0.77846725,0.454982911,0.586850679,0.516086164,0.550900777,0.929512858,0.634288962,0.65769719,0.874402146,0.724642691,0.376102351,0.059875257,0.508755611,0.775361517,0.794642084,0.309270518,0.222461144,0.525433816,0.853420248,0.743698573,0.396452231,0.168301414,0.540468117,0.914662884,0.710971262,0.307109331,0.173929779,0.526668314,0.621394416,0.604769408,0.495157443,0.096744301,0.454516392,0.654556598,0.609389668,0.429516887,0.297972403,0.497858889,0.657066764,0.636101975,0.51845943,0.233645955,0.511318531,0.652097888,0.612311526,0.452235422,0.238198736,0.488710893
500,51,0.487899344,0.53653859,0.792022771,0.493988133,0.57761221,0.592083245,0.505970685,0.689980628,0.463317397,0.562837989,0.570178918,0.583853709,0.779373119,0.440209836,0.593403896,0.529068482,0.587056402,0.946071399,0.59110725,0.663325883,0.887157502,0.732745457,0.378379612,0.055755963,0.513509634,0.768604665,0.784504054,0.290014611,0.261102443,0.526056443,0.851703292,0.771201262,0.410120933,0.182838009,0.553965874,0.941062666,0.713128478,0.35145894,0.180210107,0.546465048,0.626070662,0.611598891,0.502398824,0.097096316,0.459291173,0.66360995,0.612559737,0.405443494,0.32496167,0.501643713,0.674391537,0.659119181,0.532449101,0.246270099,0.52805748,0.672057324,0.638158662,0.503655768,0.245976183,0.514961984
540,58,0.483337536,0.541558048,0.789511121,0.479431458,0.573459541,0.594328082,0.506074846,0.663065447,0.419806655,0.545818758,0.596506521,0.585800551,0.77315973,0.444453893,0.599980174,0.534787883,0.627496344,0.953102349,0.518684258,0.658517709,0.892233216,0.733948325,0.379771836,0.050847109,0.514200122,0.755267112,0.774217011,0.273318543,0.265660633,0.517115825,0.847626579,0.79158897,0.406557403,0.209286366,0.56376483,0.948540341,0.711620224,0.396325216,0.177814322,0.558575026,0.624444415,0.61701394,0.50533247,0.088927698,0.458929631,0.660329422,0.609510872,0.384408123,0.318223829,0.493118062,0.692376605,0.668465406,0.528546276,0.273945819,0.540833527,0.679324835,0.661474982,0.553090024,0.237185143,0.532768746
580,65,0.476297838,0.547631832,0.79241958,0.531846443,0.587048923,0.610623536,0.502769271,0.613100985,0.349014939,0.518877183,0.632699124,0.600076399,0.780256104,0.406041624,0.604768313,0.544492286,0.681187373,0.954650607,0.429476827,0.652451773,0.903091884,0.737780282,0.372169023,0.052451243,0.516373108,0.72148254,0.764689772,0.238312255,0.292194357,0.504169731,0.843214661,0.816325921,0.411404506,0.228598421,0.574885877,0.962152107,0.690097913,0.461486888,0.164781512,0.569629605,0.621721434,0.625360124,0.500323676,0.092764004,0.46004231,0.65693433,0.604273782,0.340951599,0.311321649,0.47837034,0.715444933,0.687593954,0.534746705,0.281715216,0.554875202,0.691864961,0.681115706,0.615276263,0.217410384,0.551416829
620,72,0.484752532,0.543128103,0.798471202,0.514472934,0.585206193,0.625520333,0.500447009,0.578235669,0.294626329,0.499707335,0.669388899,0.606034479,0.783086049,0.364307241,0.605704167,0.557053635,0.712433984,0.965552821,0.325695972,0.640184103,0.901119368,0.743663622,0.377399498,0.057398833,0.51989533,0.699111958,0.751092663,0.22429141,0.304277169,0.4946933,0.835470869,0.829057685,0.408550713,0.264645001,0.584431067,0.964342013,0.693951737,0.496337888,0.134270261,0.572225475,0.628207094,0.6239328,0.506923784,0.099948123,0.46475295,0.655955256,0.597933971,0.320249071,0.293297478,0.466858944,0.735246426,0.696515806,0.533316661,0.294516631,0.564898881,0.702769022,0.699403967,0.648821505,0.172054092,0.555762147
660,80,0.494100275,0.538876634,0.79687675,0.531391109,0.590311192,0.635767942,0.489544641,0.509308568,0.14220895,0.444207525,0.747806405,0.627667018,0.793217279,0.273125533,0.610454059,0.604505606,0.739154348,0.969671369,0.206310843,0.629910542,0.904501593,0.747182223,0.381526087,0.059655269,0.523216293,0.640583253,0.732851245,0.208957006,0.218888577,0.45032002,0.811165815,0.84932267,0.415689597,0.407974482,0.621038141,0.97747563,0.694587959,0.516438098,0.11838568,0.576721842,0.636689866,0.622563651,0.510749934,0.104456872,0.468615081,0.632999795,0.583718941,0.294262201,0.165372036,0.419088243,0.769323658,0.718304671,0.541856346,0.306634835,0.584029878,0.743978675,0.713923752,0.669713613,0.136509147,0.566031297
