BLRatingFscore
0.675078864
0.75942029
0.670967742
0.781818182
0.73556231
0.798833819
0.732919255
0.711246201
0.631921824
0.631229236
0.752293578
0.67752443
0.683870968
0.765060241
0.677115987
0.784090909
0.733333333
0.793002915
0.638888889
0.766467066
0.780898876
0.694533762
0.736842105
0.644518272
0.759259259
0.738461538
0.726726727
0.748502994
0.631578947
0.721003135
