BLBugFscore
0.784580499
0.696
0.767295597
0.767967146
0.716904277
0.778723404
0.766949153
0.770212766
0.766315789
0.784067086
0.793103448
0.755186722
0.763796909
0.793319415
0.758333333
0.747390397
0.719512195
0.797327394
0.764705882
0.726166329
0.786813187
0.682539683
0.773626374
0.723577236
0.745901639
0.79049676
0.758909853
0.767590618
0.762886598
0.772532189
