BLMacroFscore
0.435985204
0.500750704
0.451985581
0.435502768
0.583000178
0.387027684
0.459761571
0.434241851
0.411986861
0.451958186
0.482688461
0.497174425
0.437767317
0.494611134
0.466412372
0.407637028
0.433381424
0.48195076
0.439930794
0.404733374
0.461439155
0.372266644
0.43116484
0.471526808
0.470599592
0.462952411
0.447240312
0.450667982
0.50986062
0.430042666
