ALMacroFscore
0.495718469
0.483922621
0.48955959
0.483569918
0.463300198
0.504722876
0.519181159
0.41730006
0.535181974
0.407565185
0.426738863
0.512756074
0.507701619
0.472774933
0.44470661
0.487870681
0.461235512
0.468952382
0.462652965
0.327244999
0.474958569
0.514344166
0.487109621
0.412190451
0.402307145
0.483436688
0.463208383
0.488730416
0.436662714
0.486535961
