ALUserExpFscore
0.860576923
0.849642005
0.853012048
0.851581509
0.858513189
0.853146853
0.859857482
0.847775176
0.860465116
0.855036855
0.851351351
0.866510539
0.846889952
0.853658537
0.855106888
0.865
0.847457627
0.856447689
0.870813397
0.866666667
0.865882353
0.863309353
0.857831325
0.853012048
0.84494382
0.840449438
0.843373494
0.850515464
0.859903382
0.859728507
