ALFeatureFscore
0.858267717
0.8671875
0.859315589
0.858267717
0.859574468
0.8515625
0.870229008
0.870229008
0.846774194
0.861788618
0.856
0.854901961
0.853932584
0.85106383
0.853754941
0.839694656
0.852941176
0.871595331
0.845849802
0.861924686
0.87704918
0.850393701
0.868525896
0.858299595
0.862903226
0.847058824
0.859375
0.86259542
0.866396761
0.844262295
