ALMacroFscore
0.5532831
0.499461787
0.500538213
0.514531755
0.548977395
0.573735199
0.594187298
0.569429494
0.520990312
0.45532831
0.568353068
0.601722282
0.525296017
0.500538213
0.595263724
0.514531755
0.617868676
0.617868676
0.57050592
0.524219591
0.525296017
0.509149623
0.548977395
0.56189451
0.523143165
0.506996771
0.540365985
0.574811625
0.586652314
0.545748116
