ALBugFscore
0.862842893
0.869565217
0.865603645
0.854271357
0.870192308
0.859857482
0.89047619
0.858513189
0.858560794
0.856423174
0.863414634
0.874418605
0.872641509
0.875294118
0.875816993
0.871670702
0.879012346
0.884422111
0.870813397
0.859770115
0.857142857
0.879012346
0.862385321
0.865116279
0.864485981
0.884259259
0.871428571
0.850961538
0.872389791
0.868596882
